Texto,Idioma,Longitud
la asociación puede ahora inscribirse en el tiempo la vía para su modernización está libre,es,15
informe swoboda a,es,3
informe frassoni a,es,3
la sesión interrumpida a las  horas se reanuda a las  horas,es,11
reestructuración de las empresas en europa,es,6
muchas gracias señor comisario,es,4
he recibido siete enmiendas a la resolución presentadas según el artículo  del reglamento,es,13
el debate queda cerrado,es,4
la votación tendrá lugar esta tarde,es,6
la sesión interrumpida a las  horas se reanuda a las,es,10
debate de actualidad y urgencia,es,5
incidentes racistas y xenófobos en el ejido españa,es,8
muchas gracias señor comisario,es,4
el debate conjunto queda cerrado,es,5
la votación tendrá lugar a las  horas,es,7
libertad de prensa en angola,es,5
pueblo indígena en los estados unidos  dineh,es,7
caso del periodista ruso andrei babitski,es,6
libertad de prensa en angola,es,5
pueblo indígena en los estados unidos  dineh,es,7
queremos que las autoridades rusas nos informen acerca del paradero y la salud de babitski,es,15
muchas gracias señor patten,es,4
el debate queda cerrado,es,4
la votación tendrá lugar a las  horas,es,7
catástrofe medioambiental en las aguas del danubio,es,7
b del sr leinen en nombre del grupo del partido de los socialistas europeos,es,14
el debate queda cerrado,es,4
la votación tendrá lugar a continuación,es,6
el parlamento aprueba la resolución,es,5
explicaciones de voto,es,3
potencial del turismo como generador de empleo,es,7
asimismo conviene prestar atención al carácter estacional del turismo y a las consiguientes fluctuaciones laborales,es,15
muchas gracias señor comisario,es,4
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
se levanta la sesión a las  horas,es,7
aprobación del acta de la sesión anterior,es,7
el acta de la sesión de ayer ha sido distribuida,es,10
¿hay alguna observación,es,3
estrasburgo  de febrero,es,3
por lo tanto creo que queda totalmente zanjada la cuestión,es,10
se toma nota y así constará en el acta,es,9
el acta queda aprobada,es,4
de acuerdo con nuestro reglamento  diputados pueden oponerse,es,8
el parlamento aprueba la resolución,es,5
explicaciones de voto,es,3
servicios postales europeos,es,3
muchas gracias señor comisario,es,4
el debate queda cerrado,es,4
se procede a la votación,es,5
el parlamento aprueba la resolución explicaciones de voto,es,8
interrupción del periodo de sesiones,es,5
declaro interrumpido el período de sesiones del parlamento europeo,es,9
se levanta la sesión a las  horas,es,7
reanudación del período de sesiones,es,5
declaro reanudado el período de sesiones del parlamento europeo interrumpido el viernes  de febrero de,es,15
comunicación de la presidenta,es,4
el parlamento de pie guarda un minuto de silencio,es,9
descanse en paz,es,3
aplausos fuertes y prolongados,es,4
aprobación del acta de la sesión anterior,es,7
el acta de la sesión anterior ha sido distribuida,es,9
¿hay alguna observación,es,3
el acta queda aprobada,es,4
reforma de la comisión,es,4
doy las gracias al sr comisario kinnock,es,7
procedemos a continuación al ejercicio de preguntas y respuestas,es,9
permítaseme comenzar deseando al comisario un feliz día de san david,es,11
sé que puedo confiar en todos los aquí presentes,es,9
declaración del alto representante de la política exterior y de seguridad común,es,12
gracias señor poettering,es,3
el comisario indica que hará uso de la palabra más tarde muy bien gracias,es,14
interrupción desde los escaños de la extrema derecha del sr martinez,es,11
la mujer en el proceso de toma de decisiones,es,9
por lo tanto señora comisaria no tiene necesidad de esperar una nueva modificación del tratado,es,15
muchas gracias señora diamantopoulou,es,4
he recibido una propuesta de resolución de conformidad con el apartado  del artículo  del reglamento,es,15
el debate queda cerrado,es,4
la votación tendrá lugar mañana por la mañana,es,8
inundaciones en mozambique,es,3
tiene la palabra en nombre de la comisión el comisario sr patten,es,12
muchas gracias señora kinnock,es,4
el debate queda cerrado,es,4
economía de la unión,es,4
política pesquera común ppc,es,4
muchas gracias señor comisario fischler,es,5
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
lucha contra determinadas enfermedades de los peces,es,7
muchas gracias señor comisario byrne,es,5
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
protección de los juveniles de organismos marinos,es,7
muchas gracias señor comisario fischler,es,5
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
pesca y medio ambiente bergen  de marzo de  º informe,es,10
muchas gracias señor comisario fischler,es,5
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
gestión de la pesca y conservación de la naturaleza en el medio marino,es,13
quisiera felicitar al ponente por su excelente informe,es,8
muchas gracias señor comisario fischler,es,5
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
procedimientos de insolvencia,es,3
muchas gracias señor comisario vitorino,es,5
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
se suspende la sesión a las  horas,es,7
naufragio del erika,es,3
he recibido  propuestas de resolución de conformidad con el apartado  del artículo  del reglamento,es,14
el debate queda cerrado,es,4
la votación tendrá lugar a las  horas,es,7
acuerdo comercial ceisrael,es,3
muchas gracias señora banotti,es,4
el debate queda cerrado,es,4
el parlamento ha adoptado la resolución,es,6
estamos seguros de que todas las versiones corresponden a la versión original,es,12
el parlamento ha adoptado la resolución,es,6
el parlamento ha adoptado la resolución,es,6
el parlamento ha adoptado la resolución,es,6
propuesta de resolución común b sobre el naufragio del,es,9
el parlamento ha adoptado la propuesta de resolución común,es,9
el presidente la votación ha concluido,es,6
explicaciones de voto,es,3
informe attwool a,es,3
informe hudghton a,es,3
resolución sobre las mujeres en la toma de decisiones b,es,10
informe katiforis a,es,3
resolución conjunta sobre el naufragio del erika rc b,es,9
informe katiforis a,es,3
la votación ha concluido,es,4
interrupción del periodo de sesiones,es,5
se interrumpe el periodo de sesiones,es,6
reanudación del período de sesiones,es,5
declaro reanudado el período de sesiones del parlamento europeo interrumpido el  de marzo pasado,es,14
gracias señor jonckheer haré de muy buen grado el gesto que usted me pide,es,14
gracias señor blak como puede verlo señora banotti usted tiene mucho trabajo por delante,es,14
gracias señor seppänen,es,3
consejo europeo extraordinario lisboa  de marzo de,es,7
me complace dar acto seguido la palabra al señor primer ministro antónio guterres,es,13
dimensión ambiental en el proceso de desarrollo de los países en desarrollo,es,12
muchas gracias señor comisario,es,4
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
conservación y gestión sostenible de los bosques,es,7
el sr bouwman interrumpe al presidente,es,6
en lo relativo a las demás enmiendas nuestra posición es la siguiente,es,12
muchas gracias señor comisario nielson,es,5
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
desechos generados por buques y residuos de carga,es,8
¡ahora colega jarzembowski llega el momento cumbre,es,7
muchas gracias señora vicepresidenta,es,4
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
inspecciones técnicas en carretera de los vehículos utilitarios,es,8
el debate queda cerrado,es,4
la votación tendrá lugar mañana a las  horas,es,8
clausura del período de sesiones,es,5
declaro cerrado el período anual de sesiones,es,7
se levanta la sesión a las  horas,es,7
apertura del periodo anual de sesiones,es,6
declaro abierto el período de sesiones  del parlamento europeo,es,9
orden del día,es,3
los servicios competentes me informan que mañana tendremos un turno de votaciones más bien cargado,es,15
programa legislativo anual continuación,es,4
aplausos de la derecha,es,4
aplausos de la derecha,es,4
¿qué tiene que ver la reforma de la comisión con el mercado interior mucho,es,14
señor presidente de la comisión la reforma interna de la comisión ha comenzado ya ¡bienvenida,es,15
muchas gracias señora astrid thors,es,5
he recibido cinco propuestas de resolución de conformidad con el apartado  del artículo  del reglamento,es,15
el debate queda cerrado,es,4
la votación tendrá lugar el jueves a las  horas,es,9
productos de cacao y de chocolate,es,6
muchas gracias señora grossetête,es,4
productos de cacao y de chocolate continuación,es,7
se procede al turno de votaciones,es,6
la votación se aplaza hasta el turno de votaciones de mañana,es,11
el parlamento aprueba la posición común así modificada,es,8
el parlamento aprueba la posición común así modificada,es,8
el parlamento aprueba la posición común así modificada,es,8
explicaciones de voto recomendación para la segunda lectura fernández martín a,es,11
recomendación para la segunda lectura bouwman a,es,7
recomendación para la segunda lectura piecyk a,es,7
la sesión suspendida a las  se reanuda a las  horas,es,10
carta de derechos fundamentales de la ue,es,7
también quiero recordar que mañana se votarán las enmiendas  y  presentadas por el grupo ppede,es,15
muchas gracias comisario vitorino,es,4
con esto acaba el debate,es,5
la votación tendrá lugar mañana a las  horas,es,8
contribución complementaria de la comisión a la cig,es,8
desearía exponerle tres preguntas concretas,es,5
turno de preguntas comisión,es,4
pregunta nº  formulada por h,es,5
pregunta nº  formulada por h,es,5
pregunta nº  formulada por h,es,5
pregunta nº  formulada por h,es,5
pregunta nº  formulada por h,es,5
contestará el sr fischler en sustitución de la sra wallström,es,10
pregunta nº  formulada por h,es,5
preguntas dirigidas al sr lamy,es,5
pregunta nº  formulada por h,es,5
pregunta nº  formulada por h,es,5
preguntas dirigidas al sr fischler,es,5
dado que su autor no está presente la pregunta nº  decae,es,11
pregunta nº  formulada por h,es,5
pregunta nº  formulada por h,es,5
cuando las administraciones nacionales y locales preparan sus propuestas para el período,es,12
pregunta nº  formulada por h,es,5
pregunta nº  formulada por h,es,5
pregunta nº  formulada por h,es,5
muchas gracias señor fischler,es,4
las preguntas  a  se contestarán por escrito,es,7
preguntas dirigidas a la sra de palacio,es,7
pregunta nº  formulada por h,es,5
